"review","rating","sentiment","review_processed","document_no","Label","dominant_topic","topic_perc_contrib","keywords","Text"
Tolong untuk pihak shopee apk sudah bagus sekali tp opsi cod mohon di perbaiki beri penjelasaan atau apapun pada customer karna skrg banyak khasus cod cod yang customernya malahan menyalahkan pihak expedisi kasian kurir jadi sasaraannya ??????,3,1,tolong apk opsi cod jasa customer skrg khasus cod cod customernya salah expedisi kasi kurir sasaraannya,765,1,3,0.9977,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tolong', 'aplikasi', 'opsi', 'cod', 'jasa', 'customer', 'sekarang', 'khasus', 'cod', 'cod', 'customernya', 'salah', 'expedisi', 'kasi', 'kurir', 'sasaraannya']"
shoppe sekarang ongkir nya mehong banget ya padahal udah pake vhocher gratis ongkir tapi tetep aja mehong payah si. dan pengiriman nya juga lelet biasanya 3/4harian udah sampe ini smpk seminggu lebih baru dateng astaga kecewa bngt si,2,0,ongkir mehong pake vhocher gratis ongkir tetep mehong kirim lelet sampe smpk minggu dateng astaga,102,3,3,0.9975,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ongkir', 'mahal', 'pakai', 'vhocher', 'gratis', 'ongkir', 'tetep', 'mahal', 'kirim', 'lambat', 'sampai', 'smpk', 'minggu', 'dateng', 'astaga']"
"Makin kesini kok kebanyakan update yah, udah gitu klo di lihat"" ongkir nya makin nambah biaya,klo beli makanan contohnya mahal,klo d pikir"" mending k toko agen. Udah gitu pengiriman nya lama.",3,1,kesini update ongkir biaya beli makan contoh mahal pikir mending toko agen kirim,532,3,3,0.9975,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kesini', 'update', 'ongkir', 'biaya', 'beli', 'makan', 'contoh', 'mahal', 'pikir', 'lebih baik', 'toko', 'agen', 'kirim']"
"abis update aplikasinya malah jadi jelek, ga user friendly ... filter ga ada, urut harga ga ada. saya cari barang yang mau dibeli jadi susah",2,0,abis update aplikasi user friendly filter urut harga cari barang beli susah,399,3,3,0.9973,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['habis', 'update', 'aplikasi', 'user', 'friendly', 'filter', 'urut', 'harga', 'cari', 'barang', 'beli', 'susah']"
Hora niat kasih promo gratis ongkir kaya sopi kenapa biar ongkir gratis terus,1,0,hora niat promo gratis ongkir kaya ongkir gratis,293,3,3,0.9957,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['hora', 'niat', 'promo', 'gratis', 'ongkir', 'kaya', 'ongkir', 'gratis']"
Maaf Saya Turunin Bintang Nya Karena Makin Kesini Makin Mahal Ongkir Nya Massa Dari Jakarta Ke Bogor 31rb Ongkir. Ga Kaya Apk Lainnya,1,0,maaf turunin bintang kesini mahal ongkir massa jakarta bogor rb ongkir kaya apk,412,3,3,0.9973,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['maaf', 'turun', 'bintang', 'kesini', 'mahal', 'ongkir', 'massa', 'jakarta', 'bogor', 'ribu', 'ongkir', 'kaya', 'aplikasi']"
Aplikasi ribet katanya gratis ongkir pas di tambahkan harga clana 42rb total jadi 779900 ongkos ongkirnyo 33rb jatanyA gratis penipu,1,0,aplikasi ribet gratis ongkir pas harga clana rb total ongkos ongkirnyo rb jatanya gratis tipu,426,3,3,0.9973,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['aplikasi', 'ribet', 'gratis', 'ongkir', 'pas', 'harga', 'clana', 'ribu', 'total', 'ongkos', 'ongkirnyo', 'ribu', 'jatanya', 'gratis', 'tipu']"
Sekarang Ndak seru dpt gratis ongkir harus beli 30.000 mana potongannya cuman 10.000 lagii ?? masa iyaa beli ongkir gratis barang??,3,1,ndak seru gratis ongkir beli potong cuman iyaa beli ongkir gratis barang,778,3,3,0.9973,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tidak', 'seru', 'gratis', 'ongkir', 'beli', 'potong', 'cuman', 'iyaa', 'beli', 'ongkir', 'gratis', 'barang']"
Tolong dunk di tokopedia bisa pilih jasa kirimm.....di toko shope bs pilih jasa kirim..ini di toopedia knp rata2 pengiriman di oper ke anteraja ya??..lelet bgt kirimny ..masa iya jkt jkt 3 hari si,2,0,tolong pilih jasa kirimm toko pilih jasa kirim toopedia kirim oper anteraja lelet kirimny jkt jkt,38,3,3,0.997,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tolong', 'pilih', 'jasa', 'kirimm', 'toko', 'pilih', 'jasa', 'kirim', 'toopedia', 'kirim', 'oper', 'anteraja', 'lambat', 'kirimny', 'jakarta', 'jakarta']"
"Kebnyakan update, tiap minggu update, udh gitu lemot nya minta ampun cari barang aj harus nunggu bbrpa menit baru kebuka barang nya,",2,0,kebnyakan update minggu update lot ampun cari barang nunggu menit barang,44,3,3,0.997,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kebnyakan', 'update', 'minggu', 'update', 'lemot', 'ampun', 'cari', 'barang', 'tunggu', 'menit', 'barang']"
"Kenapa waktu lg cari barang tiba2 kembali lg ke beranda ya,, jadi males mau cari brang,, di klik jg susah bgt",1,0,lg cari barang lg beranda males cari brang klik jg susah,192,3,3,0.997,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['lagi', 'cari', 'barang', 'lagi', 'beranda', 'males', 'cari', 'brang', 'klik', 'juga', 'susah']"
"waktu pengiriman yang membuat saya sangat bersabar, barang di kirim tgl 27 maret 2019 sampai sekarang 8 april 2019 belum sampai di tangan. Alhamdulillah kapok dan terima kasih atas pelayanannya",2,0,kirim sabar barang kirim tgl maret april tangan kapok layan,120,3,3,0.9967,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kirim', 'sabar', 'barang', 'kirim', 'tanggal', 'maret', 'april', 'tangan', 'kapok', 'layan']"
"Saya kurang suka sama apk ini. Banyak toko yg buat saya rugi, blanja juga barang nya jarang yg sesuai. Meskipun ada yg jual jujur",1,0,apk toko rugi blanja barang jarang sesuai jual jujur,413,3,3,0.9967,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['aplikasi', 'toko', 'rugi', 'belanja', 'barang', 'jarang', 'sesuai', 'jual', 'jujur']"
"Katanya pengiriman gratis ke seluruh indonesia. Tapi saya mau beli hp,ke papua barat ko tidak bisa kirim paket???gimana ini..",1,0,kirim gratis indonesia beli hp papua barat kirim paket,229,3,3,0.9963,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kirim', 'gratis', 'indonesia', 'beli', 'handphone', 'papua', 'barat', 'kirim', 'paket']"
Aku kasi bintang 1 dulu. Jadi tu sinyalku bagus tapi tu malah muter terus?? ya alhasil aku jadi sush deh kalo mau beli di shoppe??,1,0,kasi bintang tu sinyal tu muter alhasil sush beli,292,3,3,0.9963,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kasi', 'bintang', 'tu', 'sinyal', 'tu', 'muter', 'alhasil', 'sush', 'beli']"
Toko pedia kenapa keranjangnya tiap di buka malah jaringan eror malah gk bisa di buka terus terusan padahal jaringan bagus sinyal bagus.tolong segera perbaiki pihak toko pedia,2,0,toko keranjang jaring eror jaring sinyal tolong toko,310,3,3,0.9963,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['toko', 'keranjang', 'jaring', 'eror', 'jaring', 'sinyal', 'tolong', 'toko']"
"kenapa sekarang ongkirnya mahal bgt, pdhl udah pake voucher gratis ongkir. tolong kembalikan seperti dulu!!!",1,0,ongkirnya mahal pdhl pake voucher gratis ongkir tolong,323,3,3,0.9963,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ongkir', 'mahal', 'pdhl', 'pakai', 'voucher', 'gratis', 'ongkir', 'tolong']"
"Shopee kenapa skrng gratis ongkirnya cuma buat shopeepay aja sih,trs skrng ga bs pilih jasa pengiriman ky dulu, q pgn shopee yg dulu aja",3,1,skrng gratis ongkirnya shopeepay trs skrng pilih jasa kirim pgn,477,3,3,0.9963,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['skrng', 'gratis', 'ongkir', 'ewallet', 'terus', 'skrng', 'pilih', 'jasa', 'kirim', 'pgn']"
"JD ID harga nya pas tapi tambahin ada yang jual HEWAN PELIHARAAN DAN BAYARNNYA COD, kalau ada gw tambahin bintangnnya",3,1,harga pas tambahin jual hewan pelihara bayarnnya cod tambahin bintangnnya,502,1,3,0.9963,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['harga', 'pas', 'tambahin', 'jual', 'hewan', 'pelihara', 'bayarnnya', 'cod', 'tambahin', 'bintangnnya']"
"Tolong dong pihak shopee, utk seller yg jual barang tdk sesuai foto harap di beri peringatan, sdh sering ini terjadi dgn saya.",3,1,tolong utk seller jual barang sesuai foto harap,591,3,3,0.9963,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tolong', 'untuk', 'seller', 'jual', 'barang', 'sesuai', 'foto', 'harap']"
Bisa diinstal tapi kok pas mau check out gabisa ini gimana? Apa tmpat aku pelosok kali ya? Tapi tetangga aku pada bisa check out,5,2,diinstal pas check out tmpat pelosok tetangga check out,957,3,3,0.9963,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['diinstal', 'pas', 'check', 'out', 'tmpat', 'pelosok', 'tetangga', 'check', 'out']"
Alhamdulillah beli barang apapun menjadi ringan tinggal klik keluar gambar yng kta inginkan ??,5,2,beli barang ringan tinggal klik gambar yng kta,972,3,3,0.9963,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['beli', 'barang', 'ringan', 'tinggal', 'klik', 'gambar', 'yng', 'kta']"
"Kenapa sih shopee di tempatku gapernah sampai rumah, pasti kurirnya ngajak ketemuan, jauh terus harus nunggu juga, lama-lama capek min, terus kalo gk ketemuan pasti paket di retur.",1,0,gapernah rumah kurir ngajak ketemu nunggu capek ketemu paket retur,56,3,3,0.9957,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['gapernah', 'rumah', 'kurir', 'ngajak', 'ketemu', 'tunggu', 'capek', 'ketemu', 'paket', 'retur']"
Males belanja sekarang mah ada ongkir,3,1,males belanja ongkir,652,,3,0.9901,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['males', 'belanja', 'ongkir']"
kenapa ya baru kali ini dan kedua kali nya juga paket saya tidak sampai ke tangan saya tapi keterangan nya SUDAH DITERIMA ATAS NAMA SAYA pengiriman pake SHOPPE EXPRESS tolong dong kejelasan nyaaaa.,3,1,paket tangan terang nama kirim pake express tolong nyaaaa,473,3,3,0.9957,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['paket', 'tangan', 'terang', 'nama', 'kirim', 'pakai', 'express', 'tolong', 'nyaaaa']"
Ko saya ga bisa lihat riwayat pembelian saya katanya fitur ini belum tersedia aplikasi ini berat dan ribet,3,1,riwayat beli fitur sedia aplikasi berat ribet,785,3,3,0.9957,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['riwayat', 'beli', 'fitur', 'sedia', 'aplikasi', 'berat', 'ribet']"
"Banyak penjual yg hoax, admin mohon diperhatikan maaf uninstall",1,0,jual hoax admin perhati maaf uninstall,17,2,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['jual', 'hoax', 'admin', 'perhati', 'maaf', 'uninstall']"
Maap y kak aku kasih bintang 2 karena Shopee harus di benerin bug nya aku terkena bug nya terus ga bisa belanja lagi di Shopee mohon maaf yaaa ????thx,2,0,maap bintang benerin bug bug belanja maaf yaaa,26,3,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['maap', 'bintang', 'benerin', 'bug', 'bug', 'belanja', 'maaf', 'yaaa']"
Pengiriman lambat. Sudah 7 hari order. Padahal di Jabodetabek. Tapi lebih dari 7 belum sampai barang. Lebih baik tutup saja jd. Jadi gak bikin kecewa pelanggan.,1,0,kirim order jabodetabek barang tutup bikin langgan,153,3,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kirim', 'order', 'jabodetabek', 'barang', 'tutup', 'bikin', 'langgan']"
Wow aplikasi yang najis aku sudah pesen gift cards roblox dan katanya di kirim lewat grabexpress tapi sudah di tunggu 1 Minggu gak dateng,1,0,aplikasi najis sen gift cards roblox kirim grabexpress tunggu minggu dateng,218,3,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['aplikasi', 'najis', 'sen', 'gift', 'cards', 'roblox', 'kirim', 'grabexpress', 'tunggu', 'minggu', 'dateng']"
Check out ko ggal mulu sblmnya ga gni skrg mau check out gbsa,1,0,check out ggal mulu sblmnya skrg check out gbsa,231,3,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['check', 'out', 'ggal', 'melulu', 'sblmnya', 'sekarang', 'check', 'out', 'gbsa']"
"Ini Tokopedia gimana barang saya ? Kok Lama banget ya ? Terus jarang update atau gimana ya ? Kok gak bisa dilacak ya ? Tolong berikan yang terbaik untuk kami semuanya, kami dari POLSEK !",1,0,barang jarang update lacak tolong ikan polsek,279,3,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['barang', 'jarang', 'update', 'lacak', 'tolong', 'ikan', 'polsek']"
Aplikasi anjing ongkos pengiriman lebih mahal dri pada harga barang. Assuuuu,1,0,aplikasi ongkos kirim mahal harga barang assuuuu,367,3,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['aplikasi', 'ongkos', 'kirim', 'mahal', 'harga', 'barang', 'assuuuu']"
skrg shopee pelit voucher gratis ongkir buat yg cod,3,1,skrg pelit voucher gratis ongkir cod,522,3,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['sekarang', 'pelit', 'voucher', 'gratis', 'ongkir', 'cod']"
"Setelah update jadi sering bermasalah, tidak bisa di buka. Tiap update, Memory bertambah. Tolong pikirkan yang cuma punya hp yang memory terbatas",3,1,update update memory tolong pikir hp memory batas,630,1,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['update', 'update', 'memory', 'tolong', 'pikir', 'handphone', 'memory', 'batas']"
Saya baru kasih bintang 3 karena baru kali ini berlangganan klo sdh pernah antar barang dan sesuai yg di promosi baru kasih bintang 5.,3,1,bintang langgan barang sesuai promosi bintang,712,3,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['bintang', 'langgan', 'barang', 'sesuai', 'promosi', 'bintang']"
Bisa ga sih kalo flash sale dikasih filter? Pengen dapet serba seribu eh ongkirnya 40k karena jauh,5,2,flash sale filter ken serba ribu ongkirnya,849,3,3,0.995,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['flash', 'sale', 'filter', 'ken', 'serba', 'ribu', 'ongkir']"
"Pengiriman lama sekali ya. Barang tinggal di dc marunda sudah satu minggu 
lebih dan belum ada tanda2 pengiriman lebih lanjut",2,0,kirim barang tinggal dc marunda minggu tanda kirim,118,3,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kirim', 'barang', 'tinggal', 'dc', 'marunda', 'minggu', 'tanda', 'kirim']"
Harga LEBIH MAHAL MAHAL dari sebelah. Gak Lengkap juga,1,0,harga mahal mahal belah lengkap,174,0,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['harga', 'mahal', 'mahal', 'belah', 'lengkap']"
Knp saya kasih bintang 3 karena waku itu saya psn masker di antar nya pake ninja di kirim nya lama,3,1,bintang waku psn masker pake ninja kirim,467,3,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['bintang', 'waku', 'pesan', 'masker', 'pakai', 'ninja', 'kirim']"
sayah kasi tiga bintang klw ok.. soal nya tetangga apl nya kurang bagus..,3,1,sayah kasi bintang tetangga apl,593,1,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['sayah', 'kasi', 'bintang', 'tetangga', 'aplikasi']"
"awalny ongkir gratis,,skrg belanjan 100rb+ pun kena ongkir",3,1,awalny ongkir gratis skrg belanjan rb ongkir,605,3,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['awalny', 'ongkir', 'gratis', 'sekarang', 'belanjan', 'ribu', 'ongkir']"
Tolong fitur cod di sulsel diperluas ke kab. Gowa ??,3,1,tolong fitur cod sulsel luas kab gowa,634,1,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tolong', 'fitur', 'cod', 'sulsel', 'luas', 'kabupaten', 'gowa']"
Untuk pengiriman yang terlalu lama. Pesan barang dari tgl 13 baru sampai hari ini tgl 24.. THX jd.id...,3,1,kirim pesan barang tgl tgl,640,3,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kirim', 'pesan', 'barang', 'tanggal', 'tanggal']"
Bener gak sih kl beli tv gratis ongkir,3,1,bener beli tv gratis ongkir,743,3,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['benar', 'beli', 'tv', 'gratis', 'ongkir']"
Mentang2 make vocer gratis ongkir pengirimannya suka dilama lamain heran:),3,1,mentang make vocer gratis ongkir kirim lamain heran,759,3,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['mentang', 'pakai', 'voucher', 'gratis', 'ongkir', 'kirim', 'lamain', 'heran']"
"Shopee hbs di perbarui kok lemot ya ... Mau buka shopee food , loading nya gak keluar2 sampe not responding Tolong di perbaiki lagi ya Trims",3,1,hbs lot food loading sampe responding tolong,777,1,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['hbs', 'lemot', 'food', 'loading', 'sampai', 'responding', 'tolong']"
Barang nya memang ori tpi pengiriman nya lama. Barang tidak di kemas dngn baik.,3,1,barang ori tpi kirim barang kemas,790,3,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['barang', 'asli', 'tapi', 'kirim', 'barang', 'kemas']"
"hanya ulasan banyak tentang pengemasan dan jasa kirim yang negatif,,,itu saja",5,2,ulas emas jasa kirim negatif,814,3,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ulas', 'emas', 'jasa', 'kirim', 'negatif']"
Aku suka sekali dngn hampir tiap minggu aku pesan aku puas dngn barang nya sesuai dngn foto..terima kasih zalora,5,2,minggu pesan barang sesuai foto,915,,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['minggu', 'pesan', 'barang', 'sesuai', 'foto']"
Bintang 4 aja dlu soalnx skrg pengiriman brg sbagian produknx kurang. & Tdk sesuai ekspetasi.,4,2,bintang soalnx skrg kirim brg sbagian produknx sesuai ekspetasi,969,,3,0.994,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['bintang', 'soalnx', 'sekarang', 'kirim', 'bareng', 'sbagian', 'produknx', 'sesuai', 'ekspetasi']"
Kalau bisa perbaiki jasa pengiriman barang ko sekarang tumben2 lemot dan lambat,1,0,jasa kirim barang lot,61,,3,0.9926,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['jasa', 'kirim', 'barang', 'lemot']"
"Sekarang lazada gak bisa cod ya, gak kaya dulu banyak barang yg bisa cod",1,0,cod kaya barang cod,101,,3,0.9926,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['cod', 'kaya', 'barang', 'cod']"
Monmaaf knapaya kalau di update kayak susah gitu jadi kesal akunya ??????,1,0,monmaaf knapaya update kayak susah kesal,143,,3,0.9926,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['monmaaf', 'knapaya', 'update', 'kayak', 'susah', 'kesal']"
Tolong di perbarui biaya pengiriman nya soalnya mahal,1,0,tolong biaya kirim mahal,144,,3,0.9926,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tolong', 'biaya', 'kirim', 'mahal']"
